celda,encoder,flujo,rpm,tps1,temperatura,voltaje,tps2,marcha
3.6,495.81,1.35,0,0,0,0,0
3.16,495.81,1.35,0,0,0,0,0
2.89,495.81,1.35,0,0,0,0,0
2.63,495.81,1.35,0,0,0,0,0
2.89,495.81,1.35,0,0,0,0,0
3.51,495.81,1.35,0,0,0,0,0
3.07,495.81,1.35,0,0,0,0,0
2.81,495.81,1.35,0,0,0,0,0
2.98,495.81,1.35,0,0,0,0,0
2.54,495.81,1.35,0,0,0,0,0
3.6,495.81,1.35,1238,2,104.38,13.88,0,6
3.16,497.48,1.35,0,0,0,0,0
2.89,497.48,1.35,0,0,0,0,0
2.63,497.48,1.35,0,0,0,0,0
2.89,497.48,1.35,0,0,0,0,0
3.51,497.48,1.35,0,0,0,0,0
3.07,497.48,1.35,0,0,0,0,0
2.81,497.48,1.35,0,0,0,0,0
2.98,497.48,1.35,0,0,0,0,0
3.42,497.48,1.35,0,0,0,0,0
3.51,497.48,1.35,0,0,0,0,0
4.04,497.48,1.35,1238,2,104.38,13.88,0,6
3.16,497.48,1.35,0,0,0,0,0
2.46,497.48,1.35,0,0,0,0,0
2.63,497.57,1.35,0,0,0,0,0
3.25,497.57,1.35,0,0,0,0,0
2.72,497.57,1.35,0,0,0,0,0
2.54,497.57,1.35,0,0,0,0,0
2.98,497.57,1.35,0,0,0,0,0
2.89,497.57,1.35,0,0,0,0,0
3.77,497.57,1.35,0,0,0,0,0
3.42,497.57,1.35,0,0,0,0,0
3.16,497.57,1.35,1238,2,104.38,13.88,0,6
3.86,497.57,1.35,0,0,0,0,0
2.54,497.57,1.35,0,0,0,0,0
2.63,509.08,1.35,0,0,0,0,0
4.04,509.08,1.35,0,0,0,0,0
3.25,509.08,1.35,0,0,0,0,0
2.89,509.08,1.35,0,0,0,0,0
2.89,509.08,1.35,0,0,0,0,0
3.77,509.08,1.35,0,0,0,0,0
3.42,509.08,1.35,0,0,0,0,0
3.16,509.08,1.35,0,0,0,0,0
3.86,509.08,1.35,1316,2,104.38,13.88,0,6
2.54,509.08,1.35,0,0,0,0,0
2.63,509.08,1.35,0,0,0,0,0
4.04,509.08,1.35,0,0,0,0,0
3.25,506.05,1.35,0,0,0,0,0
2.89,506.05,1.35,0,0,0,0,0
2.28,506.05,1.35,0,0,0,0,0
3.42,506.05,1.35,0,0,0,0,0
4.12,506.05,1.35,0,0,0,0,0
3.42,506.05,1.35,0,0,0,0,0
3.51,506.05,1.35,0,0,0,0,0
2.89,506.05,1.35,1316,2,104.38,13.88,0,6
2.98,506.05,1.35,0,0,0,0,0
2.98,506.05,1.35,0,0,0,0,0
3.07,506.05,1.35,0,0,0,0,0
2.89,506.05,1.35,0,0,0,0,0
2.28,497.5,1.35,0,0,0,0,0
3.42,497.5,1.35,0,0,0,0,0
4.12,497.5,1.35,0,0,0,0,0
3.42,497.5,1.35,0,0,0,0,0
3.51,497.5,1.35,0,0,0,0,0
2.89,497.5,1.35,0,0,0,0,0
2.98,497.5,1.35,1316,2,104.38,13.88,0,6
2.98,497.5,1.35,0,0,0,0,0
3.07,497.5,1.35,0,0,0,0,0
2.89,497.5,1.35,0,0,0,0,0
2.72,497.5,1.35,0,0,0,0,0
2.02,497.5,1.35,0,0,0,0,0
2.63,504.9,1.35,0,0,0,0,0
3.25,504.9,1.35,0,0,0,0,0
3.16,504.9,1.35,0,0,0,0,0
2.28,504.9,1.35,0,0,0,0,0
2.63,504.9,1.35,0,0,0,0,0
3.33,504.9,1.35,1269,2,104.38,13.88,0,6
4.3,504.9,1.35,0,0,0,0,0
3.95,504.9,1.35,0,0,0,0,0
2.72,504.9,1.35,0,0,0,0,0
2.02,504.9,1.35,0,0,0,0,0
2.63,504.9,1.35,0,0,0,0,0
3.25,504.9,1.35,0,0,0,0,0
3.16,510.15,1.35,0,0,0,0,0
2.28,510.15,1.35,0,0,0,0,0
2.63,510.15,1.35,0,0,0,0,0
3.33,510.15,1.35,0,0,0,0,0
4.3,510.15,1.35,1269,2,104.38,13.88,0,6
3.95,510.15,1.35,0,0,0,0,0
3.51,510.15,1.35,0,0,0,0,0
3.16,510.15,1.35,0,0,0,0,0
3.51,510.15,1.35,0,0,0,0,0
3.95,510.15,1.35,0,0,0,0,0
3.95,510.15,1.35,0,0,0,0,0
3.95,510.15,1.35,0,0,0,0,0
3.6,503.77,1.35,0,0,0,0,0
2.19,503.77,1.35,0,0,0,0,0
3.07,503.77,1.35,0,0,0,0,0
3.07,503.77,1.35,1269,2,104.38,13.88,0,6
3.51,503.77,1.35,0,0,0,0,0
3.16,503.77,1.35,0,0,0,0,0
3.51,503.77,1.35,0,0,0,0,0
3.95,503.77,1.35,0,0,0,0,0
3.95,503.77,1.35,0,0,0,0,0
3.95,503.77,1.35,0,0,0,0,0
3.6,503.77,1.35,0,0,0,0,0
2.19,503.77,1.38,0,0,0,0,0
3.07,504.07,1.38,0,0,0,0,0
3.07,504.07,1.38,0,0,0,0,0
3.6,504.07,1.38,1202,2,104.38,13.88,0,6
3.16,504.07,1.38,0,0,0,0,0
2.11,504.07,1.38,0,0,0,0,0
2.81,504.07,1.38,0,0,0,0,0
3.77,504.07,1.38,0,0,0,0,0
4.47,504.07,1.38,0,0,0,0,0
3.68,504.07,1.38,0,0,0,0,0
3.51,504.07,1.38,0,0,0,0,0
2.54,504.07,1.38,0,0,0,0,0
3.77,504.07,1.38,0,0,0,0,0
3.86,506.37,1.38,0,0,0,0,0
4.47,506.37,1.38,1202,2,104.38,13.88,0,6
3.95,506.37,1.38,0,0,0,0,0
2.19,506.37,1.38,0,0,0,0,0
2.28,506.37,1.38,0,0,0,0,0
3.33,506.37,1.38,0,0,0,0,0
3.68,506.37,1.38,0,0,0,0,0
2.37,506.37,1.38,0,0,0,0,0
2.46,506.37,1.38,0,0,0,0,0
2.46,506.37,1.38,0,0,0,0,0
3.86,506.37,1.38,0,0,0,0,0
4.47,500.13,1.38,0,0,0,0,0
3.95,500.13,1.38,1202,2,104.38,13.88,0,6
2.19,500.13,1.38,0,0,0,0,0
2.28,500.13,1.38,0,0,0,0,0
3.33,500.13,1.38,0,0,0,0,0
3.68,500.13,1.38,0,0,0,0,0
2.37,500.13,1.38,0,0,0,0,0
2.46,500.13,1.38,0,0,0,0,0
2.46,500.13,1.38,0,0,0,0,0
3.95,500.13,1.38,0,0,0,0,0
4.65,500.13,1.38,0,0,0,0,0
3.6,500.13,1.38,0,0,0,0,0
3.42,505.24,1.38,1228,2,104.38,13.88,0,6
1.75,505.24,1.38,0,0,0,0,0
3.07,505.24,1.38,0,0,0,0,0
3.86,505.24,1.38,0,0,0,0,0
2.89,505.24,1.38,0,0,0,0,0
2.72,505.24,1.38,0,0,0,0,0
2.54,505.24,1.38,0,0,0,0,0
3.95,505.24,1.38,0,0,0,0,0
4.65,505.24,1.38,0,0,0,0,0
3.6,505.24,1.38,0,0,0,0,0
3.42,505.24,1.38,0,0,0,0,0
1.75,505.24,1.38,1228,2,104.38,13.88,0,6
3.07,498.67,1.38,0,0,0,0,0
3.86,498.67,1.38,0,0,0,0,0
2.89,498.67,1.38,0,0,0,0,0
2.72,498.67,1.38,0,0,0,0,0
2.54,498.67,1.38,0,0,0,0,0
3.6,498.67,1.38,0,0,0,0,0
4.56,498.67,1.38,0,0,0,0,0
3.68,498.67,1.38,0,0,0,0,0
2.37,498.67,1.38,0,0,0,0,0
2.46,498.67,1.38,0,0,0,0,0
3.16,498.67,1.38,1228,2,104.38,13.88,0,6
3.16,498.67,1.38,0,0,0,0,0
2.89,497.46,1.38,0,0,0,0,0
3.25,497.46,1.38,0,0,0,0,0
2.81,497.46,1.38,0,0,0,0,0
3.6,497.46,1.38,0,0,0,0,0
4.56,497.46,1.38,0,0,0,0,0
3.68,497.46,1.38,0,0,0,0,0
2.37,497.46,1.38,0,0,0,0,0
2.46,497.46,1.38,0,0,0,0,0
3.16,497.46,1.38,0,0,0,0,0
3.16,497.46,1.38,1217,2,104.38,13.88,0,6
2.89,497.46,1.38,0,0,0,0,0
3.25,497.46,1.38,0,0,0,0,0
2.81,510.93,1.38,0,0,0,0,0
2.89,510.93,1.38,0,0,0,0,0
3.33,510.93,1.38,0,0,0,0,0
3.16,510.93,1.38,0,0,0,0,0
3.16,510.93,1.38,0,0,0,0,0
2.63,510.93,1.38,0,0,0,0,0
2.81,510.93,1.38,0,0,0,0,0
3.51,510.93,1.38,0,0,0,0,0
